t_mono_ns,power_mW,src,valid
6038162318285,1374.236,batt,1
6038212338053,1374.236,batt,1
6038262335843,1374.236,batt,1
6038312374986,1374.236,batt,1
6038362367984,1493.700,batt,1
6038412361919,1493.700,batt,1
6038462436113,1493.700,batt,1
6038512364894,1493.700,batt,1
6038562385287,1493.700,batt,1
6038612360629,1621.601,batt,1
6038662373366,1621.601,batt,1
6038712454643,1621.601,batt,1
6038762372331,1621.601,batt,1
6038812364496,1222.902,batt,1
6038862372337,1222.902,batt,1
6038912362887,1222.902,batt,1
6038962354688,1222.902,batt,1
6039012447214,1222.902,batt,1
6039062367245,1226.386,batt,1
6039112356494,1226.386,batt,1
6039162366158,1226.386,batt,1
6039212359000,1226.386,batt,1
6039262357206,1226.386,batt,1
6039312362079,1178.461,batt,1
6039362360389,1178.461,batt,1
6039412356095,1178.461,batt,1
6039462357999,1178.461,batt,1
6039512358654,1178.461,batt,1
6039562366287,1264.377,batt,1
6039612355795,1264.377,batt,1
6039662354991,1264.377,batt,1
6039712382832,1264.377,batt,1
6039762373434,1264.377,batt,1
6039812355755,1137.995,batt,1
6039862367190,1137.995,batt,1
6039912353001,1137.995,batt,1
6039962436153,1137.995,batt,1
6040012359778,1137.995,batt,1
6040062333506,1257.598,batt,1
6040112366607,1257.598,batt,1
6040162380646,1257.598,batt,1
6040212349739,1257.598,batt,1
6040262349768,1257.598,batt,1
6040312355474,518.688,batt,1
6040362388054,518.688,batt,1
6040412373084,518.688,batt,1
6040462350457,518.688,batt,1
6040512351215,518.688,batt,1
6040562365098,551.644,batt,1
6040612356221,551.644,batt,1
6040662353386,551.644,batt,1
6040712385654,551.644,batt,1
6040762349486,551.644,batt,1
6040812354827,562.660,batt,1
6040862379283,562.660,batt,1
6040912349521,562.660,batt,1
6040962362831,562.660,batt,1
6041012352913,562.660,batt,1
6041062352629,569.995,batt,1
6041112367814,569.995,batt,1
6041162347479,569.995,batt,1
6041212372612,569.995,batt,1
6041262380610,569.995,batt,1
6041312390638,590.814,batt,1
6041362352127,590.814,batt,1
6041412353406,590.814,batt,1
6041462384528,590.814,batt,1
6041512357891,590.814,batt,1
6041562349431,600.617,batt,1
6041612365085,600.617,batt,1
6041662345948,600.617,batt,1
6041712370664,600.617,batt,1
6041762352099,600.617,batt,1
6041812370566,623.767,batt,1
6041862365543,623.767,batt,1
6041912384582,623.767,batt,1
6041962352060,623.767,batt,1
6042012382973,623.767,batt,1
6042062375503,502.860,batt,1
6042112348189,502.860,batt,1
6042162319573,502.860,batt,1
6042212331841,502.860,batt,1
6042262367182,502.860,batt,1
6042312354086,1529.255,batt,1
6042362348959,1529.255,batt,1
6042412354145,1529.255,batt,1
6042462349278,1529.255,batt,1
6042512349411,1529.255,batt,1
6042562357305,1523.990,batt,1
6042612369938,1523.990,batt,1
6042662321270,1523.990,batt,1
6042712378069,1523.990,batt,1
6042762610435,1523.990,batt,1
6042812475207,2455.079,batt,1
6042862349407,2455.079,batt,1
6042912362821,2455.079,batt,1
6042962360090,2455.079,batt,1
6043012392618,2455.079,batt,1
6043062365460,4682.063,batt,1
6043112414238,4682.063,batt,1
6043162404892,4682.063,batt,1
6043212366225,4682.063,batt,1
6043262414169,4682.063,batt,1
6043312561069,5671.223,batt,1
6043362668751,5671.223,batt,1
6043412425402,5671.223,batt,1
6043462417098,5671.223,batt,1
6043512504677,5671.223,batt,1
6043562317680,5452.598,batt,1
6043612413175,5452.598,batt,1
6043662411694,5452.598,batt,1
6043712415889,5452.598,batt,1
6043762419096,5452.598,batt,1
6043812376938,5616.279,batt,1
6043862704927,5616.279,batt,1
6043912605896,5616.279,batt,1
6043962406712,5616.279,batt,1
6044012398513,5616.279,batt,1
6044062499216,5022.813,batt,1
6044112549400,5022.813,batt,1
6044162372351,5022.813,batt,1
6044212406650,5022.813,batt,1
6044262404700,5022.813,batt,1
6044312352751,6402.177,batt,1
6044362481318,6402.177,batt,1
6044412549627,6402.177,batt,1
6044462504709,6402.177,batt,1
6044512382190,6402.177,batt,1
6044562745958,6519.006,batt,1
6044612593179,6519.006,batt,1
6044662430036,6519.006,batt,1
6044712391785,6519.006,batt,1
6044762564361,6519.006,batt,1
6044812470226,6167.254,batt,1
6044862433434,6167.254,batt,1
6044912545230,6167.254,batt,1
6044962634788,6167.254,batt,1
6045012426073,6167.254,batt,1
6045062386208,6333.124,batt,1
6045112534410,6333.124,batt,1
6045162668549,6333.124,batt,1
6045212396034,6333.124,batt,1
6045262518352,6333.124,batt,1
6045312401769,4862.693,batt,1
6045362414038,4862.693,batt,1
6045412420525,4862.693,batt,1
6045462588154,4862.693,batt,1
6045512550215,4862.693,batt,1
6045562379780,6151.220,batt,1
6045612380434,6151.220,batt,1
6045662462857,6151.220,batt,1
6045712494187,6151.220,batt,1
6045762390834,6151.220,batt,1
6045812599815,6193.744,batt,1
6045862385528,6193.744,batt,1
6045912396390,6193.744,batt,1
6045962437199,6193.744,batt,1
6046012561079,5493.482,batt,1
6046062659334,5493.482,batt,1
6046112442338,5493.482,batt,1
6046162359714,5493.482,batt,1
6046212442240,5493.482,batt,1
6046262432999,5779.229,batt,1
6046312397873,5779.229,batt,1
6046362469775,5779.229,batt,1
6046412636726,5779.229,batt,1
6046462363742,5779.229,batt,1
6046512544079,5314.054,batt,1
6046562444684,5314.054,batt,1
6046612384558,5314.054,batt,1
6046662453127,5314.054,batt,1
6046712590756,5314.054,batt,1
6046762590369,6394.778,batt,1
6046812400247,6394.778,batt,1
6046862373767,6394.778,batt,1
6046912498480,6394.778,batt,1
6046962411740,6394.778,batt,1
6047012390468,6805.318,batt,1
6047062604502,6805.318,batt,1
6047112479378,6805.318,batt,1
6047162420086,6805.318,batt,1
6047212395637,6805.318,batt,1
6047262361812,6559.442,batt,1
6047312493921,6559.442,batt,1
6047362397807,6559.442,batt,1
6047412676474,6559.442,batt,1
6047462525987,6559.442,batt,1
6047512392999,5463.942,batt,1
6047562370112,5463.942,batt,1
6047612315455,5463.942,batt,1
6047662723598,5463.942,batt,1
6047712375147,5463.942,batt,1
6047762415279,5856.765,batt,1
6047812384736,5856.765,batt,1
6047862439555,5856.765,batt,1
6047912624996,5856.765,batt,1
6047962597578,5856.765,batt,1
6048012494120,4796.153,batt,1
6048062487535,4796.153,batt,1
6048112438503,4796.153,batt,1
6048162466500,4796.153,batt,1
6048212362418,4796.153,batt,1
6048262346301,3395.558,batt,1
6048312342529,3395.558,batt,1
6048362345422,3395.558,batt,1
6048412356753,3395.558,batt,1
6048462357980,3395.558,batt,1
6048512388113,3069.347,batt,1
6048569249925,3069.347,batt,1
6048612363953,3069.347,batt,1
6048662643557,3069.347,batt,1
6048712627545,3069.347,batt,1
6048762719707,4548.930,batt,1
6048812618437,4548.930,batt,1
6048862713255,4548.930,batt,1
6048912678077,4548.930,batt,1
6048962643055,4548.930,batt,1
6049012629491,4535.155,batt,1
6049062489784,4535.155,batt,1
6049112562415,4535.155,batt,1
6049162629161,4535.155,batt,1
6049212578254,4535.155,batt,1
6049262595679,4565.438,batt,1
6049312650342,4565.438,batt,1
6049362641257,4565.438,batt,1
6049412386657,4565.438,batt,1
6049462403509,4565.438,batt,1
6049512505410,4576.904,batt,1
6049562567208,4576.904,batt,1
6049617711518,4576.904,batt,1
6049662521174,4576.904,batt,1
6049712585941,4576.904,batt,1
6049762583210,4604.724,batt,1
6049812477721,4604.724,batt,1
6049862559415,4604.724,batt,1
6049912576214,4604.724,batt,1
6049962739155,4604.724,batt,1
6050012625177,4619.215,batt,1
6050062642810,4619.215,batt,1
6050112569664,4619.215,batt,1
6050162626619,4619.215,batt,1
6050212651595,4619.215,batt,1
6050262440016,4553.892,batt,1
6050312465825,4553.892,batt,1
6050362567518,4553.892,batt,1
6050412585203,4553.892,batt,1
6050462556118,4553.892,batt,1
6050512528804,4628.401,batt,1
6050562584874,4628.401,batt,1
6050612364492,4628.401,batt,1
6050662616181,4628.401,batt,1
6050712508140,4628.401,batt,1
6050762437598,4662.744,batt,1
6050812617206,4662.744,batt,1
6050862634734,4662.744,batt,1
6050912594973,4662.744,batt,1
6050962604064,4662.744,batt,1
6051012590083,3967.303,batt,1
6051062697766,3967.303,batt,1
6051113016484,3967.303,batt,1
6051162571421,3967.303,batt,1
6051212333488,3967.303,batt,1
6051262533929,4599.658,batt,1
6051312468595,4599.658,batt,1
6051362562423,4599.658,batt,1
6051412551672,4599.658,batt,1
6051462410976,4599.658,batt,1
6051512485013,4491.858,batt,1
6051562507958,4491.858,batt,1
6051612513977,4491.858,batt,1
6051662520464,4491.858,batt,1
6051712480078,4491.858,batt,1
6051762596041,4798.390,batt,1
6051812517166,4798.390,batt,1
6051862450999,4798.390,batt,1
6051912523005,4798.390,batt,1
6051962501160,4798.390,batt,1
6052012814514,4616.502,batt,1
6052062512103,4616.502,batt,1
6052112478540,4616.502,batt,1
6052162638304,4616.502,batt,1
6052212605678,4616.502,batt,1
6052262563781,4642.427,batt,1
6052312423606,4642.427,batt,1
6052362595349,4642.427,batt,1
6052412634387,4642.427,batt,1
6052462772485,4642.427,batt,1
6052512380078,4536.976,batt,1
6052562689212,4536.976,batt,1
6052612583047,4536.976,batt,1
6052662623856,4536.976,batt,1
6052712615760,4536.976,batt,1
6052762655528,4581.795,batt,1
6052812629360,4581.795,batt,1
6052862643347,4581.795,batt,1
6052913086488,4581.795,batt,1
6052962652832,4537.337,batt,1
6053012677496,4535.810,batt,1
6053062730752,4535.810,batt,1
6053112593494,4535.810,batt,1
6053162703259,4535.810,batt,1
6053212821462,4611.934,batt,1
6053262403743,4611.934,batt,1
6053312946933,4611.934,batt,1
6053362622076,4611.934,batt,1
6053412602470,4611.934,batt,1
6053462656925,5197.490,batt,1
6053512599612,5197.490,batt,1
6053562576777,5197.490,batt,1
6053612574202,5197.490,batt,1
6053662409340,5197.490,batt,1
6053712488377,3620.227,batt,1
6053762426273,3620.227,batt,1
6053812500883,3620.227,batt,1
6053862556015,3620.227,batt,1
6053912596407,3620.227,batt,1
6053962533626,4663.417,batt,1
6054012464074,4663.417,batt,1
6054062485508,4663.417,batt,1
6054112755842,4663.417,batt,1
6054162677749,4663.417,batt,1
6054212677882,4531.671,batt,1
6054262666141,4531.671,batt,1
6054312622525,4531.671,batt,1
6054362648960,4531.671,batt,1
6054412658155,4531.671,batt,1
6054462404702,4759.674,batt,1
6054512960705,4759.674,batt,1
6054562455748,4759.674,batt,1
6054612452132,4759.674,batt,1
6054662562053,4759.674,batt,1
6054712511980,4729.049,batt,1
6054762486801,4729.049,batt,1
6054812531152,4729.049,batt,1
6054862670188,4729.049,batt,1
6054912403506,4729.049,batt,1
6054962478481,4860.565,batt,1
6055012523040,4860.565,batt,1
6055062503851,4860.565,batt,1
6055112475651,4860.565,batt,1
6055162495628,4860.565,batt,1
6055212728984,4581.046,batt,1
6055262690420,4581.046,batt,1
6055313207361,4581.046,batt,1
6055362491161,4581.046,batt,1
6055412648269,4581.046,batt,1
6055462434086,4646.027,batt,1
6055512583798,4646.027,batt,1
6055562573306,4646.027,batt,1
6055612521254,4646.027,batt,1
6055662649665,4646.027,batt,1
6055712560790,4676.994,batt,1
6055762568944,4676.994,batt,1
6055812547776,4676.994,batt,1
6055862582439,4676.994,batt,1
6055912682882,4676.994,batt,1
6055962568592,4464.955,batt,1
6056012569558,4464.955,batt,1
6056062694636,4464.955,batt,1
6056112514149,4464.955,batt,1
6056162665268,4464.955,batt,1
6056212704775,4597.445,batt,1
6056262719179,4597.445,batt,1
6056312418487,4597.445,batt,1
6056362613302,4597.445,batt,1
6056412387869,4597.445,batt,1
6056462721066,4130.513,batt,1
6056512593859,4130.513,batt,1
6056562865235,4130.513,batt,1
6056612579751,4130.513,batt,1
6056662544156,4130.513,batt,1
6056712671317,4663.869,batt,1
6056762561506,4663.869,batt,1
6056812453777,4663.869,batt,1
6056862480837,4663.869,batt,1
6056912570030,4663.869,batt,1
6056962483291,4634.009,batt,1
6057012590296,4634.009,batt,1
6057062576472,4634.009,batt,1
6057112509003,4634.009,batt,1
6057162436273,4634.009,batt,1
6057212710305,4780.966,batt,1
6057262439040,4780.966,batt,1
6057312470162,4780.966,batt,1
6057362518731,4780.966,batt,1
6057412597977,4780.966,batt,1
6057462507540,4741.391,batt,1
6057512456372,4741.391,batt,1
6057562463016,4741.391,batt,1
6057612670695,4741.391,batt,1
