t_mono_ns,power_mW,src,valid
6115000920942,690.807,batt,1
6115050939098,1530.477,batt,1
6115100932516,1530.477,batt,1
6115150970984,1530.477,batt,1
6115200958984,1530.477,batt,1
6115251008390,1530.477,batt,1
6115301014723,1658.594,batt,1
6115351000537,1658.594,batt,1
6115400971246,1658.594,batt,1
6115450987059,1658.594,batt,1
6115500993080,1658.594,batt,1
6115550975925,1222.724,batt,1
6115600979029,1222.724,batt,1
6115650957030,1222.724,batt,1
6115700964666,1222.724,batt,1
6115750963864,1222.724,batt,1
6115800959938,1250.818,batt,1
6115850960386,1250.818,batt,1
6115900957345,1250.818,batt,1
6115950955033,1250.818,batt,1
6116000957200,1250.818,batt,1
6116050967336,1214.922,batt,1
6116100954920,1214.922,batt,1
6116151097083,1214.922,batt,1
6116200963525,1214.922,batt,1
6116250998347,1214.922,batt,1
6116300954526,1204.107,batt,1
6116350958568,1204.107,batt,1
6116400950735,1204.107,batt,1
6116451114408,1204.107,batt,1
6116500952205,1204.107,batt,1
6116550957288,1203.990,batt,1
6116600949508,1203.990,batt,1
6116650955737,1203.990,batt,1
6116700946759,1203.990,batt,1
6116751010695,1147.765,batt,1
6116800962447,1147.765,batt,1
6116850948416,1147.765,batt,1
6116900950115,1147.765,batt,1
6116950949938,1147.765,batt,1
6117000950178,612.591,batt,1
6117050948439,612.591,batt,1
6117100948366,612.591,batt,1
6117150962669,612.591,batt,1
6117200949836,612.591,batt,1
6117250948566,590.642,batt,1
6117300948129,590.642,batt,1
6117350947744,590.642,batt,1
6117400948296,590.642,batt,1
6117450977181,590.642,batt,1
6117500948672,638.323,batt,1
6117550948964,638.323,batt,1
6117600949361,638.323,batt,1
6117650948142,638.323,batt,1
6117700953382,638.323,batt,1
6117750948674,564.956,batt,1
6117800949956,564.956,batt,1
6117850949259,564.956,batt,1
6117900950228,564.956,batt,1
6117950947603,564.956,batt,1
6118000927323,541.771,batt,1
6118051003655,541.771,batt,1
6118100953115,541.771,batt,1
6118150949397,541.771,batt,1
6118200950418,541.771,batt,1
6118250978470,565.149,batt,1
6118300948763,565.149,batt,1
6118350957857,565.149,batt,1
6118400950336,565.149,batt,1
6118450984534,565.149,batt,1
6118500977326,615.056,batt,1
6118550951265,615.056,batt,1
6118600967807,615.056,batt,1
6118650980025,615.056,batt,1
6118700949173,615.056,batt,1
6118750951912,608.970,batt,1
6118800927778,608.970,batt,1
6118851092232,608.970,batt,1
6118900964663,608.970,batt,1
6118950956883,608.970,batt,1
6119000983997,2061.358,batt,1
6119050976060,2061.358,batt,1
6119100969998,2061.358,batt,1
6119150975186,2061.358,batt,1
6119200982197,2061.358,batt,1
6119251041498,2439.988,batt,1
6119301037884,2439.988,batt,1
6119350955574,2439.988,batt,1
6119400994355,2439.988,batt,1
6119451057353,2439.988,batt,1
6119500979939,5835.864,batt,1
6119551261369,5835.864,batt,1
6119601001096,5835.864,batt,1
6119650949671,5835.864,batt,1
6119701036783,5835.864,batt,1
6119751189415,4535.705,batt,1
6119801101220,4535.705,batt,1
6119850979172,4535.705,batt,1
6119901129824,4535.705,batt,1
6119951005536,4535.705,batt,1
6120000994735,5844.718,batt,1
6120050978934,5844.718,batt,1
6120101262864,5844.718,batt,1
6120151257843,5844.718,batt,1
6120201106161,5844.718,batt,1
6120251168847,6407.728,batt,1
6120301275698,6407.728,batt,1
6120350961364,6407.728,batt,1
6120401054310,6407.728,batt,1
6120450949709,6407.728,batt,1
6120500973907,6510.376,batt,1
6120550964408,6510.376,batt,1
6120601170683,6510.376,batt,1
6120651057593,6510.376,batt,1
6120700967471,6510.376,batt,1
6120750954795,6864.165,batt,1
6120800952587,6864.165,batt,1
6120850982618,6864.165,batt,1
6120900996816,6864.165,batt,1
6120951245486,6864.165,batt,1
6121001149531,6043.060,batt,1
6121051021702,6043.060,batt,1
6121100989755,6043.060,batt,1
6121151130460,6043.060,batt,1
6121201322414,6043.060,batt,1
6121251169377,5963.486,batt,1
6121300963268,5963.486,batt,1
6121351045017,5963.486,batt,1
6121401067079,5963.486,batt,1
6121451007946,5963.486,batt,1
6121501109381,6296.413,batt,1
6121551107590,6296.413,batt,1
6121600988354,6296.413,batt,1
6121650973438,6296.413,batt,1
6121701227317,6296.413,batt,1
6121750950429,5954.568,batt,1
6121800991605,5954.568,batt,1
6121851276317,5954.568,batt,1
6121901099478,5954.568,batt,1
6121950956597,5954.568,batt,1
6122000998659,6385.838,batt,1
6122051151343,6385.838,batt,1
6122101006639,6385.838,batt,1
6122150990421,6385.838,batt,1
6122201118626,6385.838,batt,1
6122251002932,5167.391,batt,1
6122301046713,5167.391,batt,1
6122351013360,5167.391,batt,1
6122401172814,5167.391,batt,1
6122451409402,5167.391,batt,1
6122501007205,6123.150,batt,1
6122551011664,6123.150,batt,1
6122601074923,6123.150,batt,1
6122650988394,6123.150,batt,1
6122700980874,6123.150,batt,1
6122750996062,5822.123,batt,1
6122800971511,5822.123,batt,1
6122850948783,5822.123,batt,1
6122901006209,5822.123,batt,1
6122951186808,5822.123,batt,1
6123001100072,5185.416,batt,1
6123051008491,5185.416,batt,1
6123101006544,5185.416,batt,1
6123151231361,5185.416,batt,1
6123201229465,6230.642,batt,1
6123250954401,6225.545,batt,1
6123300969328,6225.545,batt,1
6123351210499,6225.545,batt,1
6123401277299,6225.545,batt,1
6123450969840,5176.084,batt,1
6123500998100,5176.084,batt,1
6123551139169,5176.084,batt,1
6123601165138,5176.084,batt,1
6123650966425,5176.084,batt,1
6123701001612,5818.029,batt,1
6123751219085,5818.029,batt,1
6123801113912,5818.029,batt,1
6123850984312,5818.029,batt,1
6123900987989,5818.029,batt,1
6123951217441,5340.650,batt,1
6124001114663,5340.650,batt,1
6124050995480,5340.650,batt,1
6124101015355,5340.650,batt,1
6124151141789,5340.650,batt,1
6124201077656,5252.562,batt,1
6124250972326,5252.562,batt,1
6124300989961,5252.562,batt,1
6124351156030,5252.562,batt,1
6124401023878,5252.562,batt,1
6124450984796,5169.862,batt,1
6124501166698,5169.862,batt,1
6124551144126,5169.862,batt,1
6124601224884,5169.862,batt,1
6124651130596,5169.862,batt,1
6124701131721,4748.248,batt,1
6124750991080,4748.248,batt,1
6124800944290,4748.248,batt,1
6124850956301,4748.248,batt,1
6124900964301,4748.248,batt,1
6124950981207,3190.450,batt,1
6125000959989,3190.450,batt,1
6125050972208,3190.450,batt,1
6125100963334,3190.450,batt,1
6125150947897,3190.450,batt,1
6125200942096,2935.144,batt,1
6125251101446,2935.144,batt,1
6125301154601,2935.144,batt,1
6125351225152,2935.144,batt,1
6125401147008,2935.144,batt,1
6125451107823,4773.764,batt,1
6125501099417,4773.764,batt,1
6125551053981,4773.764,batt,1
6125601024274,4773.764,batt,1
6125651502313,4773.764,batt,1
6125701095429,4588.322,batt,1
6125751057025,4588.322,batt,1
6125801208823,4588.322,batt,1
6125851147658,4588.322,batt,1
6125901078630,4588.322,batt,1
6125951129441,4645.463,batt,1
6126001211814,4645.463,batt,1
6126051202784,4645.463,batt,1
6126101087141,4645.463,batt,1
6126151099308,4645.463,batt,1
6126201103142,4637.046,batt,1
6126251115257,4637.046,batt,1
6126301157735,4637.046,batt,1
6126351041520,4637.046,batt,1
6126401194672,4637.046,batt,1
6126451167726,4678.121,batt,1
6126501182549,4678.121,batt,1
6126551096489,4678.121,batt,1
6126601114020,4678.121,batt,1
6126651119573,4678.121,batt,1
6126701124240,4715.928,batt,1
6126751087345,4715.928,batt,1
6126801339193,4715.928,batt,1
6126851074284,4715.928,batt,1
6126901114992,4715.928,batt,1
6126951076743,4603.838,batt,1
6127001179428,4603.838,batt,1
6127051115712,4603.838,batt,1
6127101103035,4603.838,batt,1
6127151194367,4603.838,batt,1
6127201214710,3675.109,batt,1
6127251069434,3675.109,batt,1
6127301105246,3675.109,batt,1
6127351194910,3675.109,batt,1
6127401038019,3675.109,batt,1
6127451515694,4706.408,batt,1
6127501282555,4706.408,batt,1
6127551304878,4706.408,batt,1
6127601115435,4706.408,batt,1
6127651146768,4706.408,batt,1
6127701030553,4688.218,batt,1
6127751111833,4688.218,batt,1
6127801126708,4688.218,batt,1
6127851068199,4688.218,batt,1
6127901027972,4688.218,batt,1
6127951821262,4883.899,batt,1
6128001161677,4883.899,batt,1
6128051144887,4883.899,batt,1
6128101059921,4883.899,batt,1
6128151030995,4883.899,batt,1
6128201134044,4613.684,batt,1
6128251059443,4613.684,batt,1
6128301097651,4613.684,batt,1
6128351297156,4613.684,batt,1
6128401011206,4613.684,batt,1
6128451147536,4669.252,batt,1
6128501196160,4669.252,batt,1
6128551054894,4669.252,batt,1
6128601215598,4669.252,batt,1
6128651060842,4669.252,batt,1
6128701138893,4672.063,batt,1
6128751384438,4672.063,batt,1
6128801034376,4672.063,batt,1
6128851393616,4672.063,batt,1
6128901188810,4672.063,batt,1
6128951174623,4732.204,batt,1
6129001217414,4732.204,batt,1
6129051031930,4732.204,batt,1
6129100997223,4732.204,batt,1
6129151013921,4732.204,batt,1
6129201031661,5090.159,batt,1
6129251511991,5090.159,batt,1
6129301050265,5090.159,batt,1
6129351505232,5090.159,batt,1
6129401182356,5090.159,batt,1
6129451120723,4728.727,batt,1
6129501010862,4728.727,batt,1
6129551105005,4728.727,batt,1
6129601048476,4728.727,batt,1
6129651246367,4728.727,batt,1
6129701090726,4740.065,batt,1
6129751038520,4740.065,batt,1
6129800890691,4740.065,batt,1
6129851062124,4740.065,batt,1
6129901236526,3697.004,batt,1
6129951058958,3689.888,batt,1
6130001121749,3689.888,batt,1
6130051065219,3689.888,batt,1
6130101147905,3689.888,batt,1
6130151107157,4632.878,batt,1
6130201138177,4632.878,batt,1
6130251060346,4632.878,batt,1
6130301290788,4632.878,batt,1
6130351347277,4632.878,batt,1
6130401202729,5017.103,batt,1
6130451195313,5017.103,batt,1
6130501142325,5017.103,batt,1
6130551240427,5017.103,batt,1
6130600932864,5017.103,batt,1
6130651461526,4761.737,batt,1
6130701311249,4761.737,batt,1
6130751301229,4761.737,batt,1
6130801185327,4761.737,batt,1
6130851708312,4761.737,batt,1
6130901163464,4769.086,batt,1
6130951921391,4769.086,batt,1
6131001183370,4769.086,batt,1
6131051170382,4769.086,batt,1
6131101295306,4769.086,batt,1
6131151182320,4685.857,batt,1
6131201212923,4685.857,batt,1
6131251146499,4685.857,batt,1
6131301132312,4685.857,batt,1
6131351298745,4685.857,batt,1
6131401181176,4767.910,batt,1
6131451174958,4767.910,batt,1
6131501159157,4767.910,batt,1
6131551085753,4767.910,batt,1
6131601114274,4767.910,batt,1
6131651124357,4749.938,batt,1
6131701078192,4749.938,batt,1
6131751002393,4749.938,batt,1
6131801121327,4749.938,batt,1
6131851268074,4749.938,batt,1
6131901080090,4477.525,batt,1
6131951091996,4477.525,batt,1
6132001119787,4477.525,batt,1
6132051461684,4477.525,batt,1
6132101040582,4477.525,batt,1
6132151149725,4710.890,batt,1
6132201122414,4710.890,batt,1
6132251536497,4710.890,batt,1
6132301124248,4710.890,batt,1
6132351070636,4710.890,batt,1
6132401201757,4681.714,batt,1
6132451216580,4681.714,batt,1
6132501137969,4681.714,batt,1
6132551124615,4681.714,batt,1
6132601092877,4681.714,batt,1
6132651901063,3858.973,batt,1
6132701090232,3858.973,batt,1
6132751159637,3858.973,batt,1
6132801027276,3858.973,batt,1
6132851211053,3858.973,batt,1
6132901172804,4671.724,batt,1
6132951183930,4671.724,batt,1
6133000972457,4671.724,batt,1
6133051375081,4671.724,batt,1
6133101174754,4671.724,batt,1
6133151180723,4375.102,batt,1
6133201133881,4375.102,batt,1
6133251230837,4375.102,batt,1
6133301166964,4375.102,batt,1
6133351189131,4375.102,batt,1
6133401382282,4896.943,batt,1
6133451336169,4896.943,batt,1
6133501196413,4896.943,batt,1
6133551194049,4896.943,batt,1
6133601164551,4896.943,batt,1
6133651182603,4747.243,batt,1
6133701194196,4747.243,batt,1
6133751073294,4747.243,batt,1
6133801299830,4747.243,batt,1
6133851074347,4747.243,batt,1
6133901155418,4513.436,batt,1
6133951156023,4513.436,batt,1
6134001127670,4513.436,batt,1
6134051070203,4513.436,batt,1
6134101038309,4513.436,batt,1
6134151086881,4576.198,batt,1
6134201323468,4576.198,batt,1
6134251186160,4576.198,batt,1
6134301105777,4576.198,batt,1
6134351121017,4576.198,batt,1
6134401031520,4788.206,batt,1
6134451381854,4788.206,batt,1
6134501146268,4788.206,batt,1
6134551428322,4788.206,batt,1
6134601308774,4788.206,batt,1
6134651242454,4617.835,batt,1
6134701102802,4617.835,batt,1
6134751152311,4617.835,batt,1
6134801241872,4617.835,batt,1
6134851227998,4617.835,batt,1
6134901220894,4662.632,batt,1
6134951208947,4662.632,batt,1
6135001323350,4662.632,batt,1
6135051438483,4662.632,batt,1
6135101196178,4662.632,batt,1
6135151362351,4744.543,batt,1
6135200935103,4744.543,batt,1
6135251210700,4744.543,batt,1
6135301143702,4744.543,batt,1
6135351321333,4744.543,batt,1
6135401156734,3547.983,batt,1
6135451896953,3547.983,batt,1
6135501153724,3547.983,batt,1
6135551118497,3547.983,batt,1
6135601064155,3547.983,batt,1
6135651103040,4626.479,batt,1
6135701012449,4626.479,batt,1
6135751240547,4626.479,batt,1
6135801131103,4626.479,batt,1
6135851125874,4626.479,batt,1
6135900979660,4967.948,batt,1
6135951002608,4967.948,batt,1
6136001106699,4967.948,batt,1
6136051020952,4967.948,batt,1
6136101105356,4967.948,batt,1
6136151280591,4775.861,batt,1
6136201052088,4775.861,batt,1
6136251112326,4775.861,batt,1
6136301039391,4775.861,batt,1
6136351033277,4775.861,batt,1
6136401185075,4641.417,batt,1
6136451286354,4641.417,batt,1
6136501039882,4641.417,batt,1
6136551323135,4641.417,batt,1
6136601243898,4337.122,batt,1
6136651267575,4337.122,batt,1
6136701404061,4337.122,batt,1
6136751172850,4337.122,batt,1
6136801108039,4337.122,batt,1
6136851324211,4780.883,batt,1
6136901025241,4780.883,batt,1
6136951386199,4780.883,batt,1
6137001282640,4780.883,batt,1
6137051068824,4780.883,batt,1
6137101027919,4658.140,batt,1
6137151082689,4658.140,batt,1
6137200992359,4658.140,batt,1
6137251063430,4658.140,batt,1
6137301058358,4658.140,batt,1
6137351961072,2900.695,batt,1
6137401060817,2900.695,batt,1
6137451049130,2900.695,batt,1
6137500926822,2900.695,batt,1
6137550981071,2900.695,batt,1
6137600972405,1680.793,batt,1
