t_mono_ns,power_mW,src,valid
8405944238795,1070.213,batt,1
8405994260277,1695.482,batt,1
8406044255822,1695.482,batt,1
8406094317823,1695.482,batt,1
8406144283472,1695.482,batt,1
8406194315214,1695.482,batt,1
8406244225501,1747.868,batt,1
8406294230003,1747.868,batt,1
8406344225548,1747.868,batt,1
8406394232603,1747.868,batt,1
8406444343040,1747.868,batt,1
8406494270201,1331.696,batt,1
8406544264600,1331.696,batt,1
8406594267072,1331.696,batt,1
8406644256887,1331.696,batt,1
8406694859238,1331.696,batt,1
8406744250841,1331.632,batt,1
8406795085997,1331.632,batt,1
8406844259899,1331.632,batt,1
8406894256589,1331.632,batt,1
8406944280206,1331.632,batt,1
8406994261897,1037.167,batt,1
8407044279629,1037.167,batt,1
8407094260955,1037.167,batt,1
8407144260822,1037.167,batt,1
8407194259804,1037.167,batt,1
8407244273734,836.115,batt,1
8407294261675,836.115,batt,1
8407344256699,836.115,batt,1
8407394255681,836.115,batt,1
8407444275183,836.115,batt,1
8407494293644,638.074,batt,1
8407544301167,638.074,batt,1
8407594258901,638.074,batt,1
8407644287569,638.074,batt,1
8407694261083,638.074,batt,1
8407744278763,694.325,batt,1
8407794257068,694.325,batt,1
8407844274279,694.325,batt,1
8407894256543,694.325,batt,1
8407944318700,694.325,batt,1
8407994293308,724.921,batt,1
8408044255989,724.921,batt,1
8408094276793,724.921,batt,1
8408144266297,724.921,batt,1
8408194278872,724.921,batt,1
8408244258167,674.702,batt,1
8408294268816,674.702,batt,1
8408344292328,674.702,batt,1
8408394257145,674.702,batt,1
8408444281855,674.702,batt,1
8408494296253,612.352,batt,1
8408544267841,612.352,batt,1
8408594257292,612.352,batt,1
8408644277471,612.352,batt,1
8408694293276,612.352,batt,1
8408744261946,644.226,batt,1
8408794259209,644.226,batt,1
8408844274597,644.226,batt,1
8408894260559,644.226,batt,1
8408944281780,644.226,batt,1
8408994291907,1642.363,batt,1
8409044328909,1642.363,batt,1
8409094261122,1642.363,batt,1
8409144269375,1642.363,batt,1
8409194273357,1642.363,batt,1
8409244290620,2393.397,batt,1
8409294290123,2393.397,batt,1
8409344284522,2393.397,batt,1
8409394296264,2393.397,batt,1
8409444302225,2393.397,batt,1
8409494364955,3085.964,batt,1
8409544306178,3085.964,batt,1
8409594270057,3085.964,batt,1
8409644405390,3085.964,batt,1
8409694373748,3085.964,batt,1
8409744324137,5193.071,batt,1
8409794496083,5193.071,batt,1
8409844320487,5193.071,batt,1
8409894373947,5193.071,batt,1
8409944323347,6351.918,batt,1
8409994555395,6351.918,batt,1
8410044573179,6351.918,batt,1
8410094364875,6351.918,batt,1
8410144399898,6351.918,batt,1
8410194594551,6828.744,batt,1
8410244322604,6828.744,batt,1
8410294312732,6828.744,batt,1
8410344446814,6828.744,batt,1
8410394361893,6828.744,batt,1
8410444274315,6739.392,batt,1
8410494468291,6739.392,batt,1
8410544318788,6739.392,batt,1
8410594281000,6739.392,batt,1
8410644361647,6739.392,batt,1
